Text-Link,Text-Category,Deepseek:32b,Named entity recognition,Ground truth,Named Entities,
https://timesofmalta.com/article/new-paola-health-centre-cater-around-130000-people.1093006,Health and Medicine,Male: 4 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Robert Abela - M Jo Etienne Abela - M Robert Xuereb - M Vincent Moran - M,
https://timesofmalta.com/article/labour-criminal-web-turning-pn-steward-revelations.1094737,Health and Medicine,Male: 3 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Chris Fearne - M Joseph Muscat - M Robert Abela - M,
https://timesofmalta.com/article/churches-come-life-music-organ-festival-returns-11th-year.1101016,Entertainment and Media,Male: 2 Female: 0 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Cameron Carpenter - M Joseph Lia - M Bach - M Piazzola - M Puccini - M,
https://timesofmalta.com/article/tvm-news-channel-no-more-pbs-drop-news-logo.1098276,Entertainment and Media,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/valletta-lights-republic-day-spectacle.1102462,Entertainment and Media,Male: 1 Female: 1 Unknown: 0,Male: 0 Female: 2 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Myriam Spiteri Debono - F Robert Abela - M,
https://timesofmalta.com/article/no-public-bus-service-ed-sheeran-concert-logistical-issues-loom.1094338,Entertainment and Media,Male: 4 Female: 1 Unknown: 1,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 1 Unknown: 1,Ed Sheeran - M Woman - F Robbie Williams - M Tom Jones - M Ronan Keating - M spokesperson - U,
https://timesofmalta.com/article/artist-claims-maltabiennale-censored-artwork-president-say-absurd.1098493,Entertainment and Media,Male: 3 Female: 2 Unknown: 0,Male: 1 Female: 1 Unknown: 1,Male: 3 Female: 2 Unknown: 0,Keit Bonnici - M Mario Cutajar - M Sofia Baldi Pighi - F Sara Leghissa - F Noel Zammit - M,
https://timesofmalta.com/article/new-1m-fund-support-malta-indigenous-film-industry.1096058,Entertainment and Media,Male: 2 Female: 1 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Albert Marshall - M Owen Bonnici - M Mary Ann Cauchi - F,
https://timesofmalta.com/article/watch-the-nightclub-still-partying-like-1999.1101130,Entertainment and Media,Male: 3 Female: 1 Unknown: 0,Male: 3 Female: 1 Unknown: 0,Male: 3 Female: 1 Unknown: 0,Godwin Cutajar - M Jeanette - F Karl - M Simon - M,
https://timesofmalta.com/article/alexandra-alden-eurovision-song-disqualified.1102535,Entertainment and Media,Male: 1 Female: 2 Unknown: 0,Male: 0 Female: 4 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Alexandra Alden - F Daniel - M Ylenia - F,
https://timesofmalta.com/article/mel-gibson-malta-potential-film-project-meets-robert-abela.1097954,Entertainment and Media,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Mel Gibson - M Robert Abela - M Jim Caviezel - M Francesco De Vito - M,
https://timesofmalta.com/article/new-jurassic-world-movie-start-shooting-malta-july.1091682,Entertainment and Media,Male: 3 Female: 1 Unknown: 0,Male: 3 Female: 2 Unknown: 0,Male: 3 Female: 1 Unknown: 0,Scarlett Johansson - F Michael Crichton - M Steven Spielberg - M Chris Pratt - M,
https://timesofmalta.com/article/factcheck-scam-social-posts-showing-injured-old-man-go-viral.1102250,Entertainment and Media,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Rodolfo Rodriguez - M Laquisha Jones - F,
https://timesofmalta.com/article/sam-smith-gives-spectacular-show-summer-daze-festival.1096803,Entertainment and Media,Male: 1 Female: 3 Unknown: 1,Male: 2 Female: 1 Unknown: 0,Male: 2 Female: 3 Unknown: 1,Sam Smith - U Julia - F Kim Petras - F Becky Hill - F kungs - M Danny Howard - M,
https://timesofmalta.com/article/increase-arts-council-funding-revise-creatives-tax-rate-meia-urges.1098271,Entertainment and Media,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/detective-work-required-match-royal-portraits-frames.1096889,Entertainment and Media,Male: 5 Female: 0 Unknown: 0,Male: 10 Female: 0 Unknown: 0,Male: 12 Female: 0 Unknown: 0,Richard Cachia Caruana - M Eddie Fenech Adami - M Lawrence Gonzi - M Grand Master Pinto - M Emperor Francis I - M Grand Master Ximenes - M Emperor Charles VI - M Sandro Debono - M Grand Master Zondadari- M Emmanuel Magro Conti - M Grand Masters de Rohan - M Carl Theodore of Bavaria - M,
https://timesofmalta.com/article/new-film-budget-reduces-funding-per-project.1096309,Entertainment and Media,Male: 2 Female: 0 Unknown: 1,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 1,Oliver Mallia - M Albert Marshall - M Spokesperson - U,
https://timesofmalta.com/article/valletta-pageant-seas-saturday.1094096,Entertainment and Media,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Cyprian Cassar - M,
https://timesofmalta.com/article/we-played-edsheeran-first-wedding-dance-now-see-live.1094512,Entertainment and Media,Male: 2 Female: 4 Unknown: 2,Male: 0 Female: 5 Unknown: 0,Male: 2 Female: 4 Unknown: 2,Lucianne Spiteri Gonzi - F Ed Sheeran - M Sherice Abela - F Sister-in-law - F Claire Borg - F Enrique Galea - M Spokesperson - U concergoer - U,
https://timesofmalta.com/article/maltabiennaleart-advertising-promotion-cost-300000.1094745,Entertainment and Media,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Clayton Bartolo - M Julie Zahra - F,
https://timesofmalta.com/article/culture-clash-book-festival-comic-con-share-date.1096505,Entertainment and Media,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Chris Gruppetta - M Mark Camilleri - M Fabio Agius - M,
https://timesofmalta.com/article/in-photos-sliema-youth-culture-1950s-1960s.1094319,Entertainment and Media,Male: 3 Female: 1 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 5 Female: 1 Unknown: 0,Paul Caruana - M Father - M Uncle - M Joseph Darmanin - M Andrew Alamango - M Kris Polidano - F,
https://timesofmalta.com/article/meet-24-contestants-hoping-represent-malta-eurovision-2025.1102406,Entertainment and Media,Male: 11 Female: 12 Unknown: 0,Male: 7 Female: 4 Unknown: 0,Male: 11 Female: 13 Unknown: 0,Daniel - M Ylenia - F Alexandra Alden - F Kurt Calleja - M Fabrizio Faniello - M Jessika Muscat - F Victorio - M Haley Azzopardi - F Miriana Conte - F Nathan Psaila - M Justine Shorfid - F Mark Anthony Bartolo - M Kelsey Bellante - F Miguel Bonello - M Stefan Galea - M Raquella Dalli - F Victoria Sciberras - F Kristy Spiteri - F Matthew Cilia - M Dre? Curmi - M Martina Borg - F Krista ?ujak - F Kurt Anthony Cassar - M Sarah Bonnici - F,
https://timesofmalta.com/article/anthony-horowitz-book-festival-special-guest.1094421,Entertainment and Media,Male: 7 Female: 2 Unknown: 2,Male: 17 Female: 0 Unknown: 0,Male: 12 Female: 2 Unknown: 0,Anthony Horowitz - M Alex Rider - M James Bond - M Sherlock Holmes - M Ed Dingli - M Conan Doyle - M Ian Fleming - M Leslie Manville - F Salman Rushdie - M Irvine Welsh - M  John Boyne - M Naomi Klein - F Joe Sacco - M Mark Camillieri - M,
https://timesofmalta.com/article/malta-eurovision-entry-sarah-bonnici-ready-battle-ahead-semifinal.1092074,Entertainment and Media,Male: 0 Female: 6 Unknown: 1,Male: 0 Female: 4 Unknown: 0,Male: 0 Female: 7 Unknown: 0,Sarah Bonnici - F Destiny Chukunyere - F Emma Muscat - F Miriam Christine Borg - F Nicole Azzopardi - F Mum - F Georgia Zammit - F,
https://timesofmalta.com/article/clinton-tamika-win-love-island-malta-season-2.1094709,Entertainment and Media,Male: 4 Female: 4 Unknown: 0,Male: 0 Female: 15 Unknown: 0,Male: 4 Female: 4 Unknown: 0,Clinton King - M Tamika Ross - F Matthias Ablett - M Henrika Galea - F Ylenia Grech - F Kyonne Gravina - M Selwyn Grech - M Miriam Muscat - F,
https://timesofmalta.com/article/awardwinning-play-malta-abortion-ban-comes-home.1098768,Entertainment and Media,Male: 0 Female: 2 Unknown: 1,Male: 0 Female: 2 Unknown: 0,Male: 0 Female: 2 Unknown: 0,Davinia Hamilton - F Marta Vella - F,
https://timesofmalta.com/article/these-winners-2024-national-book-prize.1098380,Entertainment and Media,Male: 12 Female: 7 Unknown: 0,Male: 16 Female: 3 Unknown: 0,Male: 18 Female: 13 Unknown: 0,Immanuel Mifsud - M Maria Grech Ganado - F Adrian Grima - M Trevor Zahra - M Alfred Sant - M Warren Bartolo - M Paul P. Borg - M Ru?ar Briffa - M Giovanni Bonello - M Ryan Falzon - M Claire Azzopardi - F Moira Scicluna Zahra - F Leanne Ellul - F Marisa Attard - F Glen Calleja - M Mark Camilleri - M Clifton Grima - M Vincenzo Bonello - M Theresa Vella - F Jacques Franois de Chambray - M Joseph Scicluna - M Mandy Archer - F Shane Crampton - F Janet Mallia - F Elias Vhlund - M Agnes Vhlund - F Antoinette Borg - F Nereida Carrillo - F Alberto Monttÿ- M David Aloisio - M Naomi Gatt - F,
https://timesofmalta.com/article/sliema-benches-pay-tribute-victims-domestic-violence.1093099,Entertainment and Media,Male: 9 Female: 7 Unknown: 1,Male: 0 Female: 17 Unknown: 0,Male: 6 Female: 9 Unknown: 2,Paulina Dembska - F Anthony Chircop - M James Micallef Grimaud - M Jack Stewart - M Kristina Znakina Andonova - F Saima Murtaza - F Yuexin Kong - F  Hun Sun - U Andrea Farrugia - F John Schembri - M Jarek Nalewajk - M Aurora Invonne Mario - F Matas Statulevicius - U Jackie Fritz - F Marilouis Guy - F Sophia Guy - F Rhys John Meredith - M,
https://timesofmalta.com/article/watch-originali-bhali-changed-everything-hooligan-early-days.1096840,Entertainment and Media,Male: 2 Female: 0 Unknown: 2,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Johnston Farrugia - M Owen Leuellen - M,
https://timesofmalta.com/article/joseph-calleja-ira-losco-destiny-join-broadway-stars-schwarz-gig.1094119,Entertainment and Media,Male: 6 Female: 3 Unknown: 2,Male: 13 Female: 5 Unknown: 0,Male: 7 Female: 5 Unknown: 0,Joseph Calleja - M Ira Losco - F Destiny - F Matthew James Thomas - M Keri Rene Fuller - F Michael McCorry Rose - M Ian MacGregor - M Stephen Schwartz - M Mariah Carey - F Whitney Houston - F Gustavo Dudamel - M Daniel Levine - M,
https://timesofmalta.com/article/cars-banned-ed-sheeran-concert-venue-10-shuttle-bus-35000-fans.1094269,Entertainment and Media,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Ed Sheeran - M,
https://timesofmalta.com/article/ed-sheeran-thrills-record-crowd-malta.1094516,Entertainment and Media,Male: 1 Female: 1 Unknown: 1,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 1,Ed Sheeran - M Alicia Enstrom - F friend - U,
https://timesofmalta.com/article/no-panini-stickers-euros-anastasi-alternative.1093877,Entertainment and Media,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Dominic Anastasi - M Marcus Rashford - M Kylian Mbapp - M Marc-Andre ter Stegen - M,
https://timesofmalta.com/article/dream-insult-creatives-respond-new-culture-hub.1093097,Entertainment and Media,Male: 7 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 7 Female: 1 Unknown: 0,Jason Busuttil - M Toni Attard - M Albert Bell - M Mario Vella - M Paolo Mangiola - M Chris Gatt - M Francis Agius - M Maria Galea - F,
https://timesofmalta.com/article/screen-support-scheme-launched.1096035,Entertainment and Media,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Owen Bonnici - M,
https://timesofmalta.com/article/ed-sheeran-ta-qali-a-step-step-traffic-guide.1094420,Entertainment and Media,Male: 2 Female: 2 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 2 Unknown: 3,Ed Sheeran - M Spokesperson - U Individual - U Person - U Angela Rogers - F Odette Vella - F Clayton Bartolo - M,
https://timesofmalta.com/article/finalists-for-the-2024-national-book-prize-terramaxka-prize-announced.1097298,Entertainment and Media,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
https://timesofmalta.com/article/president-appeal-the-film-industry.1094720,Entertainment and Media,Male: 1 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Myriam Spiteri Debono - F David Walliams - M,
https://timesofmalta.com/article/love-islanders-boxing-match-cancelled-last-minute-humiliating-demands.1101782,Entertainment and Media,Male: 1 Female: 1 Unknown: 1,Male: 4 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 1,Dale Mallia - M Kyonne Gravina - M Spokesperson - U,
https://timesofmalta.com/article/concertgoers-look-back-anger-extortionate-gallagher-bar-prices.1098507,Entertainment and Media,Male: 1 Female: 0 Unknown: 1,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 1,Liam Gallagher - M Spokesperson - U,
https://timesofmalta.com/article/broadway-coming-malta-performers-say-cant-wait.1096797,Entertainment and Media,Male: 6 Female: 1 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Male: 4 Female: 3 Unknown: 0,Matthew James Thomas - M Keri Rene Fuller - F Stephen Schwartz - M Michael McCorry Rose - M Joseph Calleja - M Ira Losco - F Destiny - F,
https://timesofmalta.com/article/international-artist-cascada-headline-valletta-nye-celebrations.1101227,Entertainment and Media,Male: 3 Female: 3 Unknown: 3,Male: 7 Female: 5 Unknown: 0,Male: 6 Female: 4 Unknown: 0,Cascada - F Ira Losco - F Shaun Farrugia - M Kevin Paul - M DJ Koroma - M DJ Miggy - M Dorianne Mamo - F Taryn Mamo Cefai - F Keane Cutajar - M Owen Bonnici - M,
https://timesofmalta.com/article/how-death-friend-spawned-artistic-piece.1094359,Entertainment and Media,Male: 6 Female: 3 Unknown: 0,Male: 10 Female: 1 Unknown: 0,Male: 6 Female: 3 Unknown: 0,Andrew Schembri - M Evan Demicoli - M Isabelle Bonnici - F Jean Paul - M Catherine Schembri - F Andrew - M Darrin Zammit Lupi - M Rebecca - F Trevor Borg - M,
https://timesofmalta.com/article/maltese-film-uwijja-attracts-37000-online-viewers.1096358,Entertainment and Media,Male: 3 Female: 1 Unknown: 0,Male: 3 Female: 1 Unknown: 0,Male: 3 Female: 1 Unknown: 0,Kim Camenzuli - M Keith Albert Tedesco - M Fabrizio Fenech - M Sarah Naudi - F,
https://timesofmalta.com/article/sam-smith-headline-summerdaze-festival.1093169,Entertainment and Media,Male: 0 Female: 0 Unknown: 1,Male: 1 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 1,Sam Smith - U,
https://www.independent.com.mt/articles/2024-10-04/local-news/Notte-Bianca-set-to-dazzle-the-weekend-6736264633,Entertainment and Media,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Antoine Farrugia - M Owen Bonnici - M,
https://www.independent.com.mt/articles/2024-09-21/local-news/Winners-of-the-2024-National-Book-Prize-announced-6736264287,Entertainment and Media,Male: 14 Female: 13 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 20 Female: 17 Unknown: 0,Mark Camilleri - M Clifton Grima - M Giovanni Bonello - M Ryan Falzon - M Ruth Ancilleri - F Robert Attard - M Nicole Bugeja - F Roderick Mallia - M Omar 'N' Shea - M Maria Theuma - F Mario Thomas Vassallo - M Sherise Zammit - F William Zammit - M Margaret Callus - F Immanuel Mifsud - M Warren Bartolo - M Ru?ar Briffa - M Paul P. Borg - M Vincenzo Bonello - M Theresa Vella - F Jacques Franois de Chambray - M Joseph Scicluna - M Clare Azzopardi - F Moira Scicluna Zahra - F Leanne Ellul - F Marisa Attard - F Glen Calleja - M Mandy Archer - F Shane Crampton - F Janet Mallia - F Elias Vhlund - M Agnes Vhlund - F Antoinette Borg - F Nereida Carrillo - F Alberto Monttÿ- M David Aloisio - M Naomi Gatt - F,
https://theshiftnews.com/2024/09/14/relief-at-pbs-as-ceo-is-shown-the-door/,Entertainment and Media,Male: 5 Female: 1 Unknown: 0,Male: 4 Female: 2 Unknown: 0,Male: 5 Female: 1 Unknown: 0,Mark Sammut - M Robert Abela - M Joseph Muscat - M John Dalli - M Norma Saliba - F Owen Bonnici - M,
https://theshiftnews.com/2024/01/11/pbs-censors-controversial-past-of-miriam-dallis-disgraced-appointee/,Entertainment and Media,Male: 7 Female: 4 Unknown: 0,Male: 8 Female: 2 Unknown: 0,Male: 7 Female: 4 Unknown: 0,Joseph Cuschieri - M Miriam Dalli - F Prime Minister - M Steve Ellul - M Yorgen Fenech - M Daphne Caruana Galizia - F Joseph Muscat - M Edwina Licari - F Joe Azzopardi - M Mark Simiana - M Katrina Cuschieri - F,
https://www.independent.com.mt/articles/2024-11-14/local-news/13th-edition-of-Valletta-Baroque-Festival-launched-6736265723,Entertainment and Media,Male: 12 Female: 0 Unknown: 1,Male: 8 Female: 0 Unknown: 0,Male: 16 Female: 0 Unknown: 0,Owen Bonnici - M  Aaron Zahra - M Frans Agius - M Michael Laus - M Charlie Siem - M Bruno Brocorpio - M Steven Devine - M Kenneth Zammit Tabona - M Alessandro Scarlatti - M Sokratis Sinopoulos - M Thomas Dunford - M Thotime Langlois de Swartese - M Samuel Mari¤o - M Carmine Lauri - M William Christie - M Palestrina - M,
https://theshiftnews.com/2024/08/28/pl-presidency-alex-vs-norma-is-joseph-vs-robert/,Entertainment and Media,Male: 11 Female: 2 Unknown: 0,Male: 7 Female: 3 Unknown: 0,Male: 12 Female: 2 Unknown: 0,Robert Abela - M Manuel Cuschieri - M Ramona Attard - F Alex Sciberras - M Joseph Muscat - M Norma Saliba - F Philip Sciberras - M Keith Schembri - M Konrad Mizzi - M Chris Fearne - M Mario Saliba - M Manuel Micallef - M Mark Sammut - M Owen Bonnici - M,
https://newsbook.com.mt/en/rtk103-and-newsbook-maintain-strong-positions-in-latest-ba-survey/,Entertainment and Media,Male: 3 Female: 1 Unknown: 0,Male: 2 Female: 2 Unknown: 0,Male: 3 Female: 1 Unknown: 0,M. Fsadini - M Christine Delicata - F Andrew Azzopardi - M Mark Azzopardi - M,
https://newsbook.com.mt/en/rtk103-unveils-new-schedule-28-programmes-for-everyone/,Entertainment and Media,Male: 16 Female: 12 Unknown: 0,Male: 0 Female: 23 Unknown: 0,Male: 17 Female: 12 Unknown: 0,Maria Daniela Camilleri - F Anna Maria Gatt - F Sharon Curmi - F Paul Mizzi - M Paul Mintoff - M Professor Andrew Azzopardi - M Christine Delicata - F Gabriel Lia - M George Cassar - M Mark Portelli - M George Galea - M Ian Busuttil Naudi - M Mark Azzopardi - M Frederick Zammit - M Angele Galea - F Simon Vella Gregory - M Nancy Formosa - F Amanda Ciappara - F Liz Cutajar - F Maria Emma Buhagiar - F Owen Teuma - M Matthias Mercieca - M Roderick Vella - M Maria Laura Vella Clark - F Fr. Rob Galea - M Sr. Rachel Camilleri - F Kevin Papagiorcopulo - M Amanda Ciappara - F Franco Curmi - M,
https://timesofmalta.com/article/today-front-pages-october-9-2024.1099194,Entertainment and Media,Male: 6 Female: 2 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Male: 6 Female: 2 Unknown: 0,Man - M Man - M Man - M Man - M Woman - F Sharon Mizzi - F Bernard Grech - M Stephen Mangion - M,
https://timesofmalta.com/article/today-front-pages-september-15-2024.1098117,Entertainment and Media,Male: 3 Female: 0 Unknown: 1,Male: 4 Female: 1 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Karl Gouder - M Alex Agius Saliba - M Ian Borg - M Alex Sciberras - M,
https://timesofmalta.com/article/today-front-pages-july-1-2024.1094704,Entertainment and Media,Male: 1 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Cyrus Engerer - M Woman - F,
https://timesofmalta.com/article/today-front-pages-november-17-2024.1101141,Entertainment and Media,Male: 5 Female: 1 Unknown: 0,Male: 4 Female: 2 Unknown: 0,Male: 5 Female: 1 Unknown: 0,Robert Abela - M Clayton Bartolo - M Clint Camilleri - M Alex Sciberras - M Neville Gafa - M Amanda Muscat - F,
https://timesofmalta.com/article/today-front-pages-november-16-2023.1102235,Entertainment and Media,Male: 6 Female: 1 Unknown: 0,Male: 3 Female: 3 Unknown: 0,Male: 6 Female: 1 Unknown: 0, man found by police - M Jason Azzopardi - M Robert Abela - M Jonathan Attard - M Mark Anthony Sammut - M Ryan Callus - M Eve Borg Bonello - F,
https://timesofmalta.com/article/today-front-pages-july-2-2024.1094754,Entertainment and Media,Male: 3 Female: 1 Unknown: 1,Male: 1 Female: 2 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Chris Fearne - M Myriam Spiteri Debono - F Michael Stivala - M,
https://timesofmalta.com/article/today-front-pages-august-29-2024.1097359,Entertainment and Media,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Nicolette Ghirxi - F,
https://timesofmalta.com/article/today-front-pages-april-27-2024.1091634,Entertainment and Media,Male: 3 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 3,Worker - U Worker - U Farmer - U,
https://timesofmalta.com/article/today-front-pages-august-31-2024.1097453,Entertainment and Media,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 4 Unknown: 0,Jake Vella - M Jason Azzopardi - M Student - U Student - U Student - U Lecturer - U Bernard Grech - M Robert Abela - M,
https://timesofmalta.com/article/today-front-pages-june-19-2024.1094132,Entertainment and Media,Male: 5 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 1,Teenager - U Andy Ellul - M Bernard Grech - M,
https://timesofmalta.com/article/today-front-pages-october-8-2024.1099151,Entertainment and Media,Male: 3 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Duke of Edinburgh - M Brother - M Brother - M,
https://timesofmalta.com/article/today-front-pages-september-25-2024.1098515,Entertainment and Media,Male: 2 Female: 0 Unknown: 1,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Neil Agius - M Joseph Cuschieri - M,
https://timesofmalta.com/article/today-front-pages-september-26-2024.1098569,Entertainment and Media,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 2,Michael Piccinino - M Karl Gouder - M Home minister - U Bernard Grech - M prime minister - U,
https://timesofmalta.com/article/today-front-pages-august-15-2024.1096762,Entertainment and Media,Male: 4 Female: 1 Unknown: 0,Male: 2 Female: 2 Unknown: 0,Male: 4 Female: 1 Unknown: 1,Edward Johnston - M Partner - U Christian Borg - M Jason Azzopardi - M Man - M Nicolette Ghirxi - F,
https://timesofmalta.com/article/today-front-pages-september-3-2024.1097549,Entertainment and Media,Male: 4 Female: 2 Unknown: 0,Male: 1 Female: 4 Unknown: 0,Male: 4 Female: 2 Unknown: 0,Joseph Muscat - M Robert Abela - M Nicolette Ghirxi - F Duke of Edinburgh - M Duchess of Edinburgh - F Dun Ang Seychell - M,
https://timesofmalta.com/article/today-front-pages-november-2-2024.1100466,Entertainment and Media,Male: 3 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 1,Man - M another Man - M terrorist - U Education Commissioner - M,
https://timesofmalta.com/article/today-front-pages-august-20-2024.1096942,Entertainment and Media,Male: 1 Female: 2 Unknown: 0,Male: 0 Female: 3 Unknown: 0,Male: 1 Female: 2 Unknown: 1,Nicolette Ghirxi - F ex-partner - U Ramona Attard - F Byron Camilleri - M,
https://timesofmalta.com/article/today-front-pages-may-9-2024.1092144,Entertainment and Media,Male: 3 Female: 3 Unknown: 2,Male: 2 Female: 4 Unknown: 0,Male: 3 Female: 3 Unknown: 1,Myriam Spiteri Debono - F Vladimir Putin - M Roberta Metsola - F Angela Merkel - F Edward Scicluna - M Bernard Grech - M Speaker - U,
https://timesofmalta.com/article/today-front-pages-september-27-2024.1098635,Entertainment and Media,Male: 8 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 8 Female: 0 Unknown: 0,Three men arrested - Mx3 Man - M Clint Camilleri - M Robert Abela - M Silvio Grixti - M Bernard Grech - M,
https://timesofmalta.com/article/maghtab-shooting-one-charged-damaging-property-threats-dangerous.1098677,Entertainment and Media,Male: 8 Female: 4 Unknown: 2,Male: 5 Female: 0 Unknown: 0,Male: 11 Female: 4 Unknown: 0,Michael Camilleri - M Joseph Mallia - M Franco Debono - M Jose' Herrera - M Man - M Man - M Woman - F Woman - F Woman - F Martina Herrera - F Matthew Xuereb - M Arthur Azzopardi - M Jacob Magri - M Joseph Mallia - M Jean Paul Grech - M,
https://timesofmalta.com/article/today-front-pages-august-3-2024.1096266,Entertainment and Media,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Jason Azzopardi - M Joe Brincat - M,
https://timesofmalta.com/article/today-front-pages-may-23-2024.1092870,Entertainment and Media,Male: 4 Female: 0 Unknown: 3,Male: 5 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 3,Joseph Muscat - M Konrad Mizzi - M Keith Schembri - M prime minister - U Bernard Grech - M Abela - U Tourism Minister - U,
https://timesofmalta.com/article/today-front-pages-september-5-2024.1097632,Entertainment and Media,Male: 5 Female: 2 Unknown: 0,Male: 3 Female: 3 Unknown: 0,Male: 5 Female: 2 Unknown: 0,Jo Etienne Abela - M David Wellman - M Luke Dalli - M Helena Dalli - F Glenn Micallef  - M Roberta Metsola - F Jake Vella - M,
https://timesofmalta.com/article/in-pictures-early-beach-fashions-malta.1096515,Society and Culture,Male: 2 Female: 0 Unknown: 1,Male: 2 Female: 0 Unknown: 0,Male: 3 Female: 1 Unknown: 1,Reader - U Boy - M Toni Bajjada - M Mother - F Edoardo Magri - M,
https://timesofmalta.com/article/mosta-band-club-property-purchased-government-360000-deal.1091651,Society and Culture,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Owen Bonnici - M Stefan Zrinzo Azzopardi - M Jesmond Vella - M,
https://timesofmalta.com/article/a-year-hope-10th-edition-caritas-christmas-day-lunch-launched.1102206,Society and Culture,Male: 3 Female: 2 Unknown: 0,Male: 1 Female: 3 Unknown: 0,Male: 3 Female: 2 Unknown: 0,Sylvia Pace - F Francesca Abela - F Josef Pace - M  Anthony Gatt - M Martin Micallef - M,
https://timesofmalta.com/article/stop-commercialising-freshers-week-organisations-urge-ksu.1098784,Society and Culture,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,,
